university_name,location,course_url,course_or_degree_name,degree_program,ucas_tariff,ucas_tariff_link,ucas_relevant_qualification,a_levels_overall,mandatory_subject_of_a_levels,a_levels_mandatory_minimum_grades,o_levels_overall,mandatory_subject_of_o_levels,o_levels_mandatory_minimum_grades,btec_or_cambridge_technical,btec,btec_extended_diploma,btec_national_diploma,btec_national_extended_diploma,apprenticeship,access_to_higher_educational_diploma,IB_or_international_baccalaureate_points,points_required_from_higher_level_IB_subjects,portfolio_submission,gcse_overall,mandatory_subject_of_gcse,gcse_mandatory_minimum_grades,t_level,t_level_main_subject_grades,t_level_main_subject,t_level_core_subject_grade,bachelors_degree,relevant_work_experience,eligibility_for_SQE,additional_requirements_for_non_UK_degree,cache_technical_level_3,scottish_irish_leaving_certificate,nvq_level,foundation_diploma,ual_extended_diploma,ptlls_or_city_and_guilds,schooling_duration,accreditation_of_prior_experiential_learning_or_APEL,higher_national_diploma_or_HND,higher_national_certificate_or_HNC,foundation_degree,certificate_of_higher_education_or_CertHE,professional_registration,masters_degree,research,recognised_international_foundation_course,year_1_bachelor’s_degree,auditions,interview,ielts,ielts_individual_component,ol_english,al_english,duolingo_overall,duolingo_individual_component,a_UK_bachelors_degree_as_proof_of_english_proficiency,a_bachelors_degree_completed_in_the_english_medium_as_proof_of_english_proficiency,toefl,pte,additional_requirements,url,source_file
University of Suffolk,Ipswich,None,None,Bachelor's,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,https://www.uos.ac.uk/study/search-for-a-course/undergraduate/technology-business-and-arts/,uos.xlsx
University of Suffolk,Ipswich,None,None,Bachelor's,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,https://www.uos.ac.uk/study/search-for-a-course/undergraduate/,uos.xlsx
University of Suffolk,Ipswich,https://www.uos.ac.uk/studyCPD/Short-Course/Non-Medical-Independent-and-or-Supplementary-Prescribing-V300,non-medical-independent-and-or-supplementary-prescribing,Bachelor's,None,None,"Qualified for a minimum of ONE year, Previous study at level 6 (undergraduate degree level) is a basic entry requirement, ideally holding a full level 6 UG degree with 120 credits, strong NMC applicants without a full UG degree may be considered if they have achieved at least 40 credits within 3 years, with at least 20 credits at level 7.",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Experience in a UK health care setting and an ability to recognize, understand and articulate the skills and attributes required by a prescriber.",None,None,None,None,None,None,None,None,None,Accepted,None,None,None,None,None,None,None,None,None,None,Required,None,None,None,None,None,None,Accepted,Accepted,None,None,"DBS Certificate is required, Fitness to practice / health requirements, Disclosure and Barring Service check (DBS) in England/Wales or AccessNI check (in Northern Ireland) is required.",https://www.uos.ac.uk/study/cpd-non-medical-prescribing-v300/,uos.xlsx
University of Suffolk,Ipswich,https://www.uos.ac.uk/courses/ba-hons-screenwriting,screenwriting,Bachelor's,None,None,"UCAS Relevant Qualification: ""A combination of acceptable Level 3 qualifications such as A-levels, T Levels, or BTEC Diplomas.""",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Required,None,None,None,None,None,None,None,None,None,None,None,CACHE Technical Level 3 Requirement: None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Required,Required,None,None,None,None,None,None,None,None,None,None,"Additional Requirements:
Health Check: ""Mandatory""
Specific Exam Score: ""Minimum 75%""
Additional Requirements: None",https://www.uos.ac.uk/study/ba-screenwriting/student-story/,uos.xlsx
University of Suffolk,Ipswich,https://www.bfi.org.uk/film-academy,bfi-film-academy-short-course,Short Course,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Eligibility: Be aged 16-19 years on the first day of the course. Applicants with an EHC plan may be recruited up to 25 years old. Be a UK resident. Have a passion or talent for filmmaking. Not currently be at university or enrolled at university when the course starts.,https://www.uos.ac.uk/study/ba-digital-film-production/bfi-short-course/,uos.xlsx
University of Suffolk,Ipswich,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Funding options available for study; contact your employers' education and training department for details.,https://www.uos.ac.uk/study/search-for-a-course/cpd-and-short-courses/,uos.xlsx
University of Suffolk,Ipswich,https://www.uos.ac.uk/courses/ba-hons-early-years-and-primary-practice,early-years-and-primary-practice,Bachelor's,None,None,FdA or FdSc (or equivalent),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,GCSE English and Maths at Grade C/4 or above (or Level 2 equivalents),"English, Maths",C/4,None,None,None,None,None,Students are required to be in suitable paid or voluntary employment with children for a minimum of 6(PT)/12(FT) hours per week,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0 overall (minimum 5.5 in all components),5.5,None,None,None,None,None,None,None,None,None,https://www.uos.ac.uk/study/ba-early-years-primary-practice-pr/,uos.xlsx
University of Suffolk,Ipswich,https://www.uos.ac.uk/courses/psychology-and-counselling-bsc-hons,psychology-and-counselling,Bachelor's,112 UCAS tariff points (or above),None,"BBC (A-Level), DMM (BTEC), Merit (T Level), Pass in Access to HE Diploma",BBC,None,None,None,None,None,DMM,Pass (96 UCAS points),None,None,None,None,None,None,None,None,Grade C/4 or above in GCSE English and Maths,"English, Maths",C/4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,None,https://www.uos.ac.uk/study/bsc-psychology-counselling/,uos.xlsx
University of Suffolk,Ipswich,https://www.uos.ac.uk/courses/adult-nursing-bsc-hons,adult-nursing,Bachelor's,None,None,"UCAS Relevant Qualification: A combination of acceptable Level 3 qualifications such as A-levels, T Levels, or BTEC Diplomas.",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CACHE Technical Level 3 Requirement: None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Additional Requirements: None,https://www.uos.ac.uk/study/bsc-adult-nursing/student-story/,uos.xlsx
University of Suffolk,Ipswich,https://www.uos.ac.uk/courses/ba-hons-history,ba-hons-history,Bachelor's,112 UCAS points (or above),None,"BBC (A-Level), DMM (BTEC), Merit (T Level), Pass in Access to HE Diploma or above",BBC,None,None,None,None,None,DMM,Pass (96 UCAS points),None,None,None,None,None,None,None,None,Grade C/4 in English and Maths,"English, Maths",C or 4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,None,https://www.uos.ac.uk/study/ba-history/,uos.xlsx
University of Suffolk,Ipswich,None,None,Bachelor's,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,https://www.uos.ac.uk/study/undergraduate-study/,uos.xlsx
University of Suffolk,Ipswich,https://www.uos.ac.uk/courses/bsc-hons-wildlife-ecology-and-conservation-science,wildlife-ecology-and-conservation-science,Bachelor's,112 UCAS tariff points (or above),None,"BBC (A-Level), DMM (BTEC), Merit (T Level), Pass in Access to HE Diploma",BBC,None,C,None,None,None,DMM,None,None,None,None,None,None,None,None,None,Grade C/4 or above,"English, Maths",C or 4,Merit,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,None,https://www.uos.ac.uk/study/bsc-wildlife-ecology-conservation-science/,uos.xlsx
University of Suffolk,Ipswich,https://www.uos.ac.uk/courses/fda-health-and-wellbeing-nursing-associate,health-and-wellbeing-nursing-associate,Foundation,80 UCAS tariff points (or above),None,"CDD (A-Level), MMP (BTEC), Pass A*-C (T level)",Required,None,None,None,None,None,MMP,Pass,None,None,None,None,None,None,None,None,Five GCSE's at grade C/4 or above including English and Maths at Grade C/4,"English, Maths",C/4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Required,6.0 (minimum 5.5 in all components),None,None,None,None,None,None,None,None,None,"Successful interview, Satisfactory Health check, Satisfactory Enhanced Disclosure and Barring Service (DBS) check",https://www.uos.ac.uk/study/fda-health-wellbeing-nursing-associate/,uos.xlsx
University of Suffolk,Ipswich,https://www.uos.ac.uk/courses/paramedic-science-bsc-hons,paramedic-science,Bachelor's,112 UCAS tariff points (or above),None,"BBC (A-Level), DMM (BTEC), Merit (T Level), Access to HE Diploma 45 Level 3 credits at Merit grade or above",BBC,None,None,None,None,None,DMM,DMM,None,None,None,None,None,None,None,None,"Five GCSE's at grade C/4 or above including English, Maths and Science at Grade C/4","English, Maths, Science",C/4,None,None,None,None,None,Accepted,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Required,7.0,6.5,None,None,None,None,None,None,None,None,"Successful interview, Satisfactory Health check, Satisfactory Enhanced Disclosure and Barring Service (DBS) check, Two satisfactory references",https://www.uos.ac.uk/study/bsc-paramedic-science/,uos.xlsx
University of Suffolk,Ipswich,None,None,Bachelor's,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,https://www.uos.ac.uk/study/why-choose-the-university-of-suffolk/the-suffolk-learning-experience/suffolk-learning-hubs/,uos.xlsx
University of Suffolk,Ipswich,https://www.example.com,postgraduate-certificate-in-education-pgce,Postgraduate,None,None,A UK first degree (or equivalent) - normally 2.2 honours or better (or equiv. 360 CAT points),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Grade C/4 or above in GCSE English and Maths,"English, Maths",C/4,None,None,None,None,Second Lower,None,None,UK ENIC statement required for non-UK qualifications,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Passion for their subject; Ability to work with young people and/or children; Confidence, motivation, and strong organisation skills; Ability to work constructively with other people in a team; Self-awareness and openness to learning; Ability to communicate in accurate, confident, written and spoken English; Some understanding about teaching and learning; A long-term commitment to teaching as a career.",https://www.uos.ac.uk/study/search-for-a-course/postgraduate/partners/postgraduate-certificate-in-education---pgce-norfolk-essex-suffolk-secondary-nestt/,uos.xlsx
University of Suffolk,Lowestoft,https://www.uos.ac.uk/courses/ba-hons-early-years-and-childhood-studies,early-years-and-childhood-studies,Bachelor's,None,None,FdA or FdSc qualification (or equivalent),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Grade C/4 or above in GCSE English and Maths,"English, Maths",C or 4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,Satisfactory Enhanced Disclosure and Barring Service (DBS) check,https://www.uos.ac.uk/study/ba-early-years-childhood-studies-pr/,uos.xlsx
University of Suffolk,Ipswich,https://www.uos.ac.uk/courses/ba-hons-social-work-degree-apprenticeship,social-work-degree-apprenticeship,Bachelor's,120 UCAS Tariff points (or above),None,"BBB (A-level), DDM (BTEC), Merit (T Level), Access to HE Diploma (in Sociology, Law or Psychology but not essential)",BBB,None,None,None,None,None,DDM (BTEC),None,None,None,None,Required,None,None,None,None,"GCSE English and Maths at grade C/4, or an approved Level 2 equivalent such as Level 2 Functional Skills","English, Maths",C or 4,Merit (T Level),None,None,None,None,"Direct practical experience in a social work, social care or other relevant statutory or voluntary setting will be a distinct advantage at selection stage.",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Successful Interview,7.0 overall,6.5,None,None,None,None,None,None,None,None,"Two satisfactory references; Satisfactory Enhanced Disclosure and Barring Service (DBS) check; Applicants are required to provide additional disclosures concerning current and historical information around Safeguarding, any previous employment concerns or enquiries into standards of professional behaviour.",https://www.uos.ac.uk/study/search-for-a-course/undergraduate/social-sciences-and-humanities/ba-hons-social-work-degree-apprenticeship/,uos.xlsx
University of Suffolk,Ipswich,https://www.uos.ac.uk/courses/bsc-hons-civil-engineering,civil-engineering,Bachelor's,None,None,FdA or FdSc (or equivalent) in relevant subject,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Grade C/4 or above in GCSE English and Maths,"English, Maths",C or 4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,This course is not available to international applicants.,https://www.uos.ac.uk/study/bsc-civil-engineering-py/,uos.xlsx
University of Suffolk,Ipswich,https://www.uos.ac.uk/courses/ba-hons-social-work-degree-apprenticeship,ba-hons-social-work-degree-apprenticeship,Bachelor's,None,None,"A combination of acceptable Level 3 qualifications such as A-levels, T Levels, or BTEC Diplomas.",None,None,None,None,None,None,None,None,None,None,None,Required,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,https://www.uos.ac.uk/study/search-for-a-course/undergraduate/social-sciences-and-humanities/ba-hons-social-work-degree-apprenticeship/student-story/,uos.xlsx
The University of Suffolk,Ipswich,https://www.uos.ac.uk/courses/ba-hons-fine-art,fine-art,Bachelor's,None,None,"UCAS Relevant Qualification: ""A combination of acceptable Level 3 qualifications such as A-levels, T Levels, or BTEC Diplomas.""",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CACHE Technical Level 3 Requirement: None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Additional Requirements: None,https://www.uos.ac.uk/study/ba-fine-art/student-story/,uos.xlsx
University of Suffolk,Ipswich,https://www.example.com,games-development,Bachelor's,112 UCAS tariff points (or above),//www.example.com,"BBC (A-Level), DMM (BTEC), Merit (T Level), Pass in Access to HE Diploma",BBC,None,None,None,None,None,DMM,Pass (96 UCAS points),None,None,None,None,None,None,None,None,Grade C/4 or above in GCSE English and Maths,"English, Maths",C or 4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0 overall (minimum 5.5 in all components),None,None,None,None,None,None,None,None,None,None,https://www.uos.ac.uk/study/bsc-games-development/,uos.xlsx
University of Suffolk,Ipswich,https://www.uos.ac.uk/courses/ma-creative-and-critical-writing,creative-and-critical-writing,Master's,None,None,"An undergraduate degree with a minimum of 2:2 in a relevant subject. Other qualifications, relevant work and life experience may be taken into account.",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Second Lower,Accepted,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Accepted,Accepted,None,None,None,https://www.uos.ac.uk/study/ma-creative-critical-writing/,uos.xlsx
University of Suffolk,Ipswich,https://www.uos.ac.uk/courses/msc-strategic-people-management,msc-strategic-people-management,Master's,None,None,UCAS Relevant Qualification: A Bachelor's Degree in HRM or related field of study (or equivalent).,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Evidence of ongoing professional people management experience or other people managerial experience relevant for progression onto the course.,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Additional Requirements: None,https://www.uos.ac.uk/study/msc-strategic-people-management/,uos.xlsx
University of Suffolk,Ipswich,https://www.uos.ac.uk/courses/graphic-design-ba-hons,graphic-design,Bachelor's,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,https://www.uos.ac.uk/study/ba-graphic-design/student-story/,uos.xlsx
University of Suffolk,Ipswich,https://www.example.com,digital-and-technology-solutions-professional-degree-apprenticeship-software-engineering,Bachelor's,112 UCAS tariff points (or above),//www.example.com,"BBC (A-Level), DMM (BTEC), Merit (T Level), Pass in Access to HE Diploma",BBC,None,None,None,None,None,DMM,Pass,None,None,None,Required,None,None,None,None,Grade C/4 or above,"English, Maths",C/4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,None,https://www.uos.ac.uk/study/search-for-a-course/undergraduate/technology-business-and-arts/digital-and-technology-solutions-professional-degree-apprenticeship-software-engineering/,uos.xlsx
University of Suffolk,Ipswich,https://www.uos.ac.uk/courses/bsc-hons-criminology-and-sociology,criminology-and-sociology,Bachelor's,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,https://www.uos.ac.uk/study/bsc-criminology-sociology/student-story/,uos.xlsx
University of Suffolk,Ipswich,https://www.example.com,photography,Bachelor's,None,None,UCAS Relevant Qualification: None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CACHE Technical Level 3 Requirement: None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Additional Requirements: None,https://www.uos.ac.uk/study/ba-photography/student-story/,uos.xlsx
University of Suffolk,Ipswich,https://www.example.com,law,Bachelor's,112 UCAS tariff points (or above),//www.example.com,"BBC (A-Level), DMM (BTEC), Merit (T Level), Pass in Access to HE Diploma",BBC,None,None,None,None,None,DMM,Pass (96 UCAS points),None,None,None,None,None,None,None,None,Grade C/4 or above in GCSE English and Maths,"English, Maths",C or 4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,None,https://www.uos.ac.uk/study/llb-law/,uos.xlsx
University of Suffolk,East Coast College (Great Yarmouth),https://www.example.com,sport-health-and-exercise,Bachelor's,None,None,FdA or FdSc,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,GCSE English and Maths at grade C/4 or above,"English, Maths",C/4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,None,https://www.uos.ac.uk/study/bsc-sport-health-exercise/,uos.xlsx
University of Suffolk,None,None,dental-hygiene-and-dental-therapy,Bachelor's,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Dental Hygiene and Dental Therapy: ""New BSc course launched in early 2024""",https://www.uos.ac.uk/study/search-for-a-course/undergraduate/allied-health-sciences/,uos.xlsx
University of Salford,"Salford, UK",https://www.uos.ac.uk/courses/ba-hons-childhood-primary-education-with-qts,ba-hons-childhood-primary-education-with-qts,Bachelor's,None,None,"UCAS Relevant Qualification: A combination of acceptable Level 3 qualifications such as A-levels, T Levels, or BTEC Diplomas.",Required,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CACHE Technical Level 3 Requirement: None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Additional Requirements: None,https://www.uos.ac.uk/study/ba-childhood-primary-education-qts/student-story/,uos.xlsx
University of Suffolk,Ipswich,https://www.uos.ac.uk/studyCPD/Short-Course/Sensory-Strategies-to-Manage-Behaviour-and-Support-Learning,sensory-strategies-to-manage-behaviour-and-support-learning,Short Course,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,https://www.uos.ac.uk/study/search-for-a-course/cpd-and-short-courses/sensory-strategies-to-manage-behaviour-and-support-learning/,uos.xlsx
University of Suffolk,None,None,law,Bachelor's,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,https://www.uos.ac.uk/study/llb-law/student-story/,uos.xlsx
University of Suffolk,Ipswich,https://www.uos.ac.uk/courses/history-ba-hons,history,Bachelor's,None,None,UCAS Relevant Qualification: None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CACHE Technical Level 3 Requirement: None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Additional Requirements: None,https://www.uos.ac.uk/study/ba-history/student-story/,uos.xlsx
University of Suffolk,Ipswich,None,None,Postgraduate,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,https://www.uos.ac.uk/study/search-for-a-course/postgraduate/,uos.xlsx
University of Suffolk,Ipswich,None,None,Postgraduate,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,https://www.uos.ac.uk/study/search-for-a-course/postgraduate/allied-health-and-science/,uos.xlsx
University of Suffolk,Great Yarmouth,https://www.example.com,conservation-science-and-animal-management-wildlife-and-zoo,Foundation,80,None,"UCAS Relevant Qualification: ""CDD (A-Level), MMP (BTEC), Pass A*-C (T Level), Pass in Access to HE Diploma""",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,C/4 or above,"English, Maths",C or 4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,Additional Requirements: None,https://www.uos.ac.uk/study/fdsc-conservation-sci-animal-management/,uos.xlsx
University of Suffolk,"Ipswich, Great Yarmouth",https://www.uos.ac.uk,honours-and-foundation-degrees,Bachelor's,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Partner Colleges: We currently work in partnership with two local Further Education Colleges located in the region to offer the opportunity for students to study at their local college and obtain a recognised University of Suffolk award; the University of Suffolk at Suffolk New College located next to the main University campus in Ipswich, and the University of Suffolk at East Coast College located in Lowestoft and Great Yarmouth. Students can study a range of higher education qualifications, including Honours and Foundation degrees, with many courses developed in collaboration with local businesses. These courses are validated by the University, and we work closely with each partner college to ensure that students benefit from a high-quality learning experience. Our partner colleges provide access to higher education ‘on the doorstep' of many young and mature students in Suffolk and Great Yarmouth, but also attract students from further afield who are interested in a particular course or keen to enjoy the distinctive environments offered by each partner college.",https://www.uos.ac.uk/study/search-for-a-course/undergraduate/partner-colleges/,uos.xlsx
University of Suffolk,Ipswich,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Financial Support for Visiting the University: ""Reimbursement of up to £50 against travel costs for eligible students.""",https://www.uos.ac.uk/study/undergraduate-study/applying-for-a-course/financial-support-for-visiting-the-university/,uos.xlsx
University of Suffolk,Ipswich,https://www.uos.ac.uk/courses/ba-hons-social-work,social-work,Bachelor's,112 UCAS Tariff points (or above),None,"BBC (A-level), DMM (BTEC), Merit (T Level), Access to HE Diploma (in Sociology, Law or Psychology but not essential)",BBC,None,None,None,None,None,DMM,DMM,None,None,None,None,None,None,None,None,"GCSE English and Maths at grade C/4, or an approved Level 2 equivalent such as Level 2 Functional Skills","English, Maths",C/4,None,None,None,None,None,"Direct practical experience in a social work, social care or other relevant statutory or voluntary setting will be a distinct advantage at selection stage.",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Required,7.0,None,None,None,None,None,None,None,None,None,"Successful Interview, Two satisfactory references, Satisfactory Enhanced Disclosure and Barring Service (DBS) check.",https://www.uos.ac.uk/study/ba-social-work/,uos.xlsx
University of Suffolk,Ipswich,https://www.uos.ac.uk/courses/ba-hons-english,english,Bachelor's,112 UCAS tariff points (or above),None,"BBC (A-Level), DMM (BTEC), Merit (T Level), Pass in Access to HE Diploma",BBC,None,None,None,None,None,DMM,Pass (96 UCAS points),None,None,None,None,None,None,None,None,Grade C/4 or above in GCSE English and Maths,"English, Maths",C or 4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,None,https://www.uos.ac.uk/study/ba-english/,uos.xlsx
University of Suffolk,Ipswich,https://www.uos.ac.uk/courses/nutrition-and-human-health-bsc-hons,nutrition-and-human-health,Bachelor's,80 UCAS tariff points (or above),None,"CDD (A-Level), MMP (BTEC), Pass A*-C (T Level), Pass in Access to HE Diploma",CDD,None,None,None,None,None,MMP,Pass (80 UCAS points),None,None,None,None,None,None,None,None,Grade C/4 or above in GCSE English and Maths,"English, Maths",C or 4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,None,https://www.uos.ac.uk/study/bsc-nutrition-human-health-fy/,uos.xlsx
University of Suffolk,Ipswich,https://www.example.com,community-nursing,Master's,None,None,"UCAS Relevant Qualification: ""Relevant Post Graduate Diploma in Community Nursing""",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Additional Requirements: None,https://www.uos.ac.uk/study/search-for-a-course/postgraduate/nursing-midwifery-and-public-health/msc-community-nursing/,uos.xlsx
University of Suffolk,Ipswich,https://www.uos.ac.uk/courses/psychology-and-criminology-bsc-hons,psychology-and-criminology,Bachelor's,None,None,"A combination of acceptable Level 3 qualifications such as A-levels, T Levels, or BTEC Diplomas.",Required,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,https://www.uos.ac.uk/study/bsc-psychology-criminology/student-story/,uos.xlsx
